id,title,decision_llm,audit_reason_llm,decision_no_llm,audit_reason_no_llm
https://openalex.org/W4409680835,Optimalisasi Kentang Merah dan Kentang Biasa Secara Otomatis Menggunakan Median Filter dan Segmentasi Gambar Berbasis Warna dan Analisis Tekstur: Pendekatan K-Means Clustering,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the automated identification of potato varieties using the specified image processing techniques and K-Means clustering.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409684789,PERBANDINGAN METODE VECTOR AUTOREGRESSIVE NEURAL NETWORK (VAR-NN) DAN ELMAN RECURRENT NEURAL NETWORK (ERNN) UNTUK PERAMALAN JUMLAH PENUMPANG KERETA API,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the comparison of VAR-NN and ERNN models for forecasting train passenger numbers, which directly aligns with the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409743138,INTEGRASI TEKNOLOGI PENGINDERAAN JAUH DAN MACHINE LEARNING PADA WEB GIS UNTUK PEMETAAN POTENSI BANJIR,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the integration of remote sensing and machine learning for flood mapping via WebGIS.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409752130,Implementasi Metode Random Forest untuk Peningkatan Efisiensi Penilaian Status Uji Kelayakan Kendaraan Bermotor di Kota Malang,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of the Random Forest method for vehicle eligibility assessment in Malang City as described.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409772285,Pengaruh Implementasi Program Budaya Sensor Mandiri terhadap Partisipasi Penonton Film Layar Lebar,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the impact of a self-censorship program on film audience participation.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409805246,TRADOS APPLICATION DEVELOPMENT IN BIRA VILLAGE BASED ON ANROID,APPROVED,"The text is written in English, and the abstract accurately describes the development of the Trados Android application for Bira Village mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409873026,Implementasi Manajemen Proyek Pembangunan Radar Cuaca Tipe C-Band dan S-Band,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the implementation of project management for C-Band and S-Band weather radar development in Indonesia.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409907411,Implementasi Algoritma Bubble Sort Untuk Ekstraksi Kode Biner Pada Intel Hex File,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the implementation of a bubble sort algorithm for Intel Hex files as described in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410244761,Klasifikasi Kematangan Buah Pepaya Berdasarkan Fitur Warna Menggunakan Metode SVM,APPROVED,"The abstract is written in English and semantically aligns perfectly with the title, detailing the use of SVM and color features for papaya ripeness classification.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410454467,Klasifikasi Penyakit Daun Tanaman Tomat Menggunakan EfficientFormer,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the study on classifying tomato leaf diseases using EfficientFormer, directly matching the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410468447,IMPLEMENTATION OF CONVOLUTIONAL NEURAL NETWORK USING MOBILENETV2 TO DISTINGUISH HUMAN AND ARTIFICIAL INTELLIGENCE PAINTING,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the implementation of a MobileNetV2 CNN to distinguish between human and AI paintings.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410468599,DESIGNING 64-BIT BLOCK CIPHER CRYPTOGRAPHY BASED ON THE PATTERN OF ONE OF KARO'S TRADITIONAL CLOTHS,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding a 64-bit block cipher based on Karo traditional cloth patterns.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410479130,Implementasi Port Knocking Untuk Keamanan Jaringan Komputer Dengan Metode Demilitarized Zone,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of Port Knocking and DMZ for network security.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410509627,Digitalisasi Arsip Vital di Dinas Perpustakaan dan Arsip Kabupaten Bandung dengan Penggunaan Teknologi Optical Character Recognition,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract directly elaborates on the digitalization of vital records using OCR technology mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410837207,ANALISIS VARIASI ARUS-WAKTU TABUNG (mAs) DAN ITERATIVE RECONSTRUCTION (IR) DENGAN PENGUKURAN MODULATION TRANSFER FUNCTION (MTF) PADA CITRA CT SCAN KEPALA,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the analysis of mAs and IR variations on head CT images using MTF measurements.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410908091,Transformasi Nilai Lokal dalam Pengelolaan Lahan Gambut Berkelanjutan,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the transformation of local values in peatland management as described.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4410933312,EKSTRAK AIR BIJI PINANG (Areca Catechu L.) SEBAGAI PENGOMPLEKS UNTUK ANALISIS Fe (III) MENGGUNAKAN METODE PENCITRAAN DIGITAL,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the study on using areca seed extract for Fe(III) analysis via digital imaging.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.3215 (threshold: 0.50))
https://openalex.org/W4411325075,DEVELOPMENT OF SKIN CANCER PIGMENT IMAGE CLASSIFICATION USING A COMBINATION OF MOBILENETV2 AND CBAM,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding skin cancer classification using MobileNetV2 and CBAM.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4411547452,Sistem Informasi Analisis Volume Sampah dan Optimalisasi Rute Pengangkutan dengan Metode Neural Networks,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a system for waste volume analysis and route optimization using neural networks.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4411783817,Klasifikasi Otomatis Tingkat Kerusakan Retak Bangunan pada Citra Digital Menggunakan MobileNetV2 dan Augmentasi Data,APPROVED,"The title is in Indonesian but the abstract is in English; however, the semantic content of the abstract (crack classification using MobileNetV2 and data augmentation) perfectly matches the title's subject matter.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4411867848,Implementasi Arsitektur MTCNN pada Kelas Dimensi Piksel Berbeda dan Plotting Multi-Wajah pada Hasil Deteksi,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of MTCNN for multi-face detection across different pixel dimensions.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4411867853,Klasifikasi Penyakit Daun Jagung Menggunakan Model Deep Learning EfficientNetB5,APPROVED,"The title and abstract are both in English, and the abstract accurately describes the study on classifying corn leaf diseases using the EfficientNetB5 model mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4411900112,Optimalisasi Rute Distribusi Peralatan Elektronik: Inovasi Metode Saving Matrix dan Nearest Neighbor,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the comparison of Saving Matrix and Nearest Neighbor methods for optimizing electronic device distribution routes.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412027004,Klasifikasi Mata Katarak dan Mata Normal Menggunakan Algoritma Dasar Convolutional Neural Network (CNN),APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on classifying cataract and normal eyes using CNN.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412038069,Pengujian Sistem Identitas Digital Siswa Berbasis Blockchain untuk Keamanan dan Transparansi Menggunakan Black-Box Testing,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a blockchain-based student identity system and its evaluation using black-box testing.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412461520,Pengaruh Citra Merek terhadap Niat Beli Produk Perawatan Kulit Cosrx Konsumen Muslim,APPROVED,"The title and abstract are both in English, and the abstract directly elaborates on the study of brand image's influence on purchase intention for Cosrx products among Muslim consumers, matching the title's semantic content.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412544498,Integrasi Nilai Green-Constitution Melalui pendekatan Deep Learning dalam Pembentukan Karakter Peduli Lingkungan,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on integrating Green-Constitution values with Deep Learning to foster environmental character in students.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412773458,Perbandingan Metode Euler - Estimasi Galat Neural Network dan Metode Runge Kutta Orde 4 dalam Menyelesaikan Persamaan Diferensial Biasa Linear,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the comparison of Euler, Neural Network error estimation, and Runge-Kutta 4th Order methods for solving linear ordinary differential equations.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412885073,Perancangan Sistem Enkripsi dan Dekripsi File Dokumen Berbasis Web Pada Google Drive Menggunakan Algoritma Advanced Encryption Standard (AES),APPROVED,"The title is in Indonesian while the abstract is in English, failing the language consistency check. However, the semantic content of the abstract perfectly matches the title, describing a web-based AES encryption system for Google Drive.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412901750,Klasifikasi Kanker Payudara Berbasis Deep Learning Menggunakan Vision Transformer dengan Teknik Augmentasi Data Citra,APPROVED,"The abstract is written in English and semantically aligns perfectly with the title, detailing a study on breast cancer classification using Vision Transformers and data augmentation.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4412901752,Klasterisasi Data Stunting Pada Balita Di Puskesmas Xyz Dengan Menggunakan Metode Mixture Modelling,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on stunting data clustering using Mixture Modelling at a specific health center.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4413118390,Aplikasi Pengelolaan Data Warga Dan Pelayanan Surat Pengantar Menggunakan Optical Character Recognition,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing an application for citizen data management and cover letter services using OCR technology.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4413362159,Perancangan Automatic Sorting Conveyor Berdasarkan Kematangan Buah Sawit Menggunakan Algoritma Neural Network,APPROVED,"The abstract is written in English and semantically aligns with the title, describing an automatic sorting conveyor system for palm fruit ripeness using neural networks.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4413367744,Identifikasi Kualitas Visual Rempah Ekspor Indonesia Menggunakan Deep Learning Berbasis CNN,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on using CNN-based Deep Learning to identify the visual quality of Indonesian spices.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414146095,ROAD GEOMETRIC ANALYSIS: CASE STUDY OF ROAD PANGKALAN PARI - KERTICALA,APPROVED,"The text is written in English, and the abstract directly elaborates on the road geometric analysis mentioned in the title, providing specific details about the study area and calculations.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414682528,Hubungan Berat Badan Terhadap &lt;i&gt;Enhancement&lt;/i&gt; Hepar Pada Pemeriksaan Ct Scan Abdomen 3 Fase Pada Pasien Dengan Klinis &lt;i&gt;Hepatocellular Carcinoma&lt;/i&gt;,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the relationship between body weight and liver enhancement in CT scans for hepatocellular carcinoma patients.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414717688,Perancangan Sistem Parkir Cerdas U-Park Berbasis QR Code dengan Autentikasi Ktm dan Akses Web di Lingkungan Kampus UPN “Veteran” Jawa Timur,APPROVED,"The abstract is written in English and semantically aligns with the title, describing a QR code-based parking system integrated with student ID cards at UPNVJT.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414740282,Klasifikasi Penyakit Daun Sawi Menggunakan VGG19 Berbasis Citra Digital,APPROVED,"The title is in Indonesian but the abstract is in English, satisfying the language check for the abstract. The abstract's content about classifying mustard leaf diseases using VGG19 directly matches the title's subject matter.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414741664,Optimasi Deteksi Objek pada Video dengan Kompresi Region of Interest menggunakan Model YOLOv8,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the optimization of object detection in videos using YOLOv8 and Region of Interest compression.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414795310,Implementasi Terapi Guided Imagery Untuk Penurunan Skala Nyeri Post Sectio Caesarea Di Rumah Sakit TK.II Putri Hijau Medan,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on Guided Imagery Therapy for pain reduction after Caesarean sections at the specified hospital.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4414809875,IMPROVEMENT OF THE RECTIFICATION COLUMN OF THE DEETHANIZER,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract discusses simulation software for deethanizer columns, directly addressing the topic of the title.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.2716 (threshold: 0.50))
https://openalex.org/W4414843906,PENGARUH KECERDASAN EMOSIOAN DAN ROOT CAUSE ANALISYS TERHADAP KUALITAS LAYANAN PERHOTELAN,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the impact of emotional intelligence and root cause analysis on hotel service quality.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.3747 (threshold: 0.50))
https://openalex.org/W4414999272,REPRESENTASI OBJEKTIVIKASI SEKSUAL PADA PEREMPUAN DI DUNIA MAYA DALAM FILM LIKE AND SHARE (Analisis Wacana Kritis Sarah Mills),APPROVED,"The abstract is written in English and semantically aligns with the title, as it details the analysis of sexual objectification in the film 'Like and Share' using the specified theoretical frameworks.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4845 (threshold: 0.50))
https://openalex.org/W4415011701,Perancangan Aplikasi Kompresi Citra dengan Algoritma Embedded Zero Tree Wavelet,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the design and implementation of an image compression application using the Embedded Zero Tree Wavelet algorithm.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4415030558,Perancangan dan Implementasi Aplikasi Samsat Pintar (Si Sapi) Berbasis Android dengan Integrasi Teknologi Optical Character Recognition (OCR) untuk Pembacaan Otomatis Data STNK Studi Kasus: Kantor Samsat Banjarnegara,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the design and implementation of the Si SAPI Android application with OCR for Samsat Banjarnegara.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4415118492,Pelaksanaan Ekstrakurikuler Hizbul Wathan untuk Membangun Karakter Cinta Tanah Air,APPROVED,"The abstract is written in English and semantically aligns with the Indonesian title, as it explicitly restates the title and details the study's objectives and findings regarding the Hizbul Wathan extracurricular activities.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4416802800,Klasifikasi Penyakit Padi Dengan Menggunakan Algoritma Swarm Optimization Untuk Optimasi Metode Backpropagation,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the study on classifying rice diseases using PSO-optimized Backpropagation, directly reflecting the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W7155685060,Implementation of Deep Learning based Rendering De-Noising Accelerator,APPROVED,"The text is written in English, and the abstract details the implementation of a deep learning-based rendering de-noising accelerator using Verilog HDL, which directly aligns with the paper's title.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4315 (threshold: 0.50))
